"US_Congressional_District","Voters_Gender","age_cat","EthnicGroups_EthnicGroup1Desc","CommercialData_Education","Parties_Description","count"
32,"M","25-34","East and South Asian","Less than HS Diploma","Republican",23
33,"M","25-34","East and South Asian","Less than HS Diploma","Republican",13
34,"M","25-34","East and South Asian","Less than HS Diploma","Republican",1
35,"M","25-34","East and South Asian","Less than HS Diploma","Republican",6
36,"M","25-34","East and South Asian","Less than HS Diploma","Republican",14
1,"F","35-44","East and South Asian","Less than HS Diploma","Republican",10
2,"F","35-44","East and South Asian","Less than HS Diploma","Republican",40
3,"F","35-44","East and South Asian","Less than HS Diploma","Republican",16
4,"F","35-44","East and South Asian","Less than HS Diploma","Republican",2
5,"F","35-44","East and South Asian","Less than HS Diploma","Republican",6
6,"F","35-44","East and South Asian","Less than HS Diploma","Republican",27
7,"F","35-44","East and South Asian","Less than HS Diploma","Republican",20
8,"F","35-44","East and South Asian","Less than HS Diploma","Republican",14
9,"F","35-44","East and South Asian","Less than HS Diploma","Republican",62
10,"F","35-44","East and South Asian","Less than HS Diploma","Republican",21
11,"F","35-44","East and South Asian","Less than HS Diploma","Republican",17
12,"F","35-44","East and South Asian","Less than HS Diploma","Republican",16
13,"F","35-44","East and South Asian","Less than HS Diploma","Republican",13
14,"F","35-44","East and South Asian","Less than HS Diploma","Republican",13
15,"F","35-44","East and South Asian","Less than HS Diploma","Republican",4
16,"F","35-44","East and South Asian","Less than HS Diploma","Republican",2
17,"F","35-44","East and South Asian","Less than HS Diploma","Republican",3
18,"F","35-44","East and South Asian","Less than HS Diploma","Republican",22
19,"F","35-44","East and South Asian","Less than HS Diploma","Republican",9
20,"F","35-44","East and South Asian","Less than HS Diploma","Republican",4
21,"F","35-44","East and South Asian","Less than HS Diploma","Republican",11
22,"F","35-44","East and South Asian","Less than HS Diploma","Republican",41
23,"F","35-44","East and South Asian","Less than HS Diploma","Republican",2
24,"F","35-44","East and South Asian","Less than HS Diploma","Republican",16
25,"F","35-44","East and South Asian","Less than HS Diploma","Republican",6
26,"F","35-44","East and South Asian","Less than HS Diploma","Republican",19
27,"F","35-44","East and South Asian","Less than HS Diploma","Republican",12
28,"F","35-44","East and South Asian","Less than HS Diploma","Republican",3
29,"F","35-44","East and South Asian","Less than HS Diploma","Republican",12
30,"F","35-44","East and South Asian","Less than HS Diploma","Republican",8
31,"F","35-44","East and South Asian","Less than HS Diploma","Republican",10
32,"F","35-44","East and South Asian","Less than HS Diploma","Republican",27
33,"F","35-44","East and South Asian","Less than HS Diploma","Republican",9
34,"F","35-44","East and South Asian","Less than HS Diploma","Republican",1
35,"F","35-44","East and South Asian","Less than HS Diploma","Republican",9
36,"F","35-44","East and South Asian","Less than HS Diploma","Republican",10
1,"M","35-44","East and South Asian","Less than HS Diploma","Republican",5
2,"M","35-44","East and South Asian","Less than HS Diploma","Republican",22
3,"M","35-44","East and South Asian","Less than HS Diploma","Republican",10
4,"M","35-44","East and South Asian","Less than HS Diploma","Republican",9
5,"M","35-44","East and South Asian","Less than HS Diploma","Republican",9
6,"M","35-44","East and South Asian","Less than HS Diploma","Republican",11
7,"M","35-44","East and South Asian","Less than HS Diploma","Republican",11
8,"M","35-44","East and South Asian","Less than HS Diploma","Republican",6
9,"M","35-44","East and South Asian","Less than HS Diploma","Republican",38
10,"M","35-44","East and South Asian","Less than HS Diploma","Republican",8
11,"M","35-44","East and South Asian","Less than HS Diploma","Republican",7
12,"M","35-44","East and South Asian","Less than HS Diploma","Republican",15
13,"M","35-44","East and South Asian","Less than HS Diploma","Republican",12
14,"M","35-44","East and South Asian","Less than HS Diploma","Republican",9
15,"M","35-44","East and South Asian","Less than HS Diploma","Republican",2
16,"M","35-44","East and South Asian","Less than HS Diploma","Republican",2
17,"M","35-44","East and South Asian","Less than HS Diploma","Republican",3
18,"M","35-44","East and South Asian","Less than HS Diploma","Republican",18
19,"M","35-44","East and South Asian","Less than HS Diploma","Republican",11
20,"M","35-44","East and South Asian","Less than HS Diploma","Republican",2
21,"M","35-44","East and South Asian","Less than HS Diploma","Republican",4
22,"M","35-44","East and South Asian","Less than HS Diploma","Republican",15
23,"M","35-44","East and South Asian","Less than HS Diploma","Republican",2
24,"M","35-44","East and South Asian","Less than HS Diploma","Republican",14
25,"M","35-44","East and South Asian","Less than HS Diploma","Republican",6
26,"M","35-44","East and South Asian","Less than HS Diploma","Republican",6
27,"M","35-44","East and South Asian","Less than HS Diploma","Republican",11
28,"M","35-44","East and South Asian","Less than HS Diploma","Republican",4
29,"M","35-44","East and South Asian","Less than HS Diploma","Republican",7
30,"M","35-44","East and South Asian","Less than HS Diploma","Republican",6
31,"M","35-44","East and South Asian","Less than HS Diploma","Republican",5
32,"M","35-44","East and South Asian","Less than HS Diploma","Republican",18
33,"M","35-44","East and South Asian","Less than HS Diploma","Republican",6
34,"M","35-44","East and South Asian","Less than HS Diploma","Republican",1
35,"M","35-44","East and South Asian","Less than HS Diploma","Republican",2
36,"M","35-44","East and South Asian","Less than HS Diploma","Republican",5
1,"F","45-54","East and South Asian","Less than HS Diploma","Republican",19
2,"F","45-54","East and South Asian","Less than HS Diploma","Republican",38
3,"F","45-54","East and South Asian","Less than HS Diploma","Republican",11
4,"F","45-54","East and South Asian","Less than HS Diploma","Republican",16
5,"F","45-54","East and South Asian","Less than HS Diploma","Republican",6
6,"F","45-54","East and South Asian","Less than HS Diploma","Republican",39
7,"F","45-54","East and South Asian","Less than HS Diploma","Republican",27
8,"F","45-54","East and South Asian","Less than HS Diploma","Republican",13
9,"F","45-54","East and South Asian","Less than HS Diploma","Republican",68
10,"F","45-54","East and South Asian","Less than HS Diploma","Republican",16
11,"F","45-54","East and South Asian","Less than HS Diploma","Republican",8
12,"F","45-54","East and South Asian","Less than HS Diploma","Republican",15
13,"F","45-54","East and South Asian","Less than HS Diploma","Republican",12
14,"F","45-54","East and South Asian","Less than HS Diploma","Republican",20
17,"F","45-54","East and South Asian","Less than HS Diploma","Republican",10
18,"F","45-54","East and South Asian","Less than HS Diploma","Republican",22
19,"F","45-54","East and South Asian","Less than HS Diploma","Republican",6
20,"F","45-54","East and South Asian","Less than HS Diploma","Republican",4
21,"F","45-54","East and South Asian","Less than HS Diploma","Republican",2
22,"F","45-54","East and South Asian","Less than HS Diploma","Republican",47
23,"F","45-54","East and South Asian","Less than HS Diploma","Republican",4
24,"F","45-54","East and South Asian","Less than HS Diploma","Republican",21
25,"F","45-54","East and South Asian","Less than HS Diploma","Republican",10
26,"F","45-54","East and South Asian","Less than HS Diploma","Republican",12
27,"F","45-54","East and South Asian","Less than HS Diploma","Republican",18
28,"F","45-54","East and South Asian","Less than HS Diploma","Republican",4
29,"F","45-54","East and South Asian","Less than HS Diploma","Republican",17
30,"F","45-54","East and South Asian","Less than HS Diploma","Republican",10
31,"F","45-54","East and South Asian","Less than HS Diploma","Republican",8
32,"F","45-54","East and South Asian","Less than HS Diploma","Republican",32
33,"F","45-54","East and South Asian","Less than HS Diploma","Republican",11
34,"F","45-54","East and South Asian","Less than HS Diploma","Republican",2
35,"F","45-54","East and South Asian","Less than HS Diploma","Republican",2
36,"F","45-54","East and South Asian","Less than HS Diploma","Republican",9
1,"M","45-54","East and South Asian","Less than HS Diploma","Republican",7
2,"M","45-54","East and South Asian","Less than HS Diploma","Republican",38
3,"M","45-54","East and South Asian","Less than HS Diploma","Republican",12
4,"M","45-54","East and South Asian","Less than HS Diploma","Republican",9
5,"M","45-54","East and South Asian","Less than HS Diploma","Republican",10
6,"M","45-54","East and South Asian","Less than HS Diploma","Republican",33
7,"M","45-54","East and South Asian","Less than HS Diploma","Republican",17
8,"M","45-54","East and South Asian","Less than HS Diploma","Republican",12
9,"M","45-54","East and South Asian","Less than HS Diploma","Republican",50
10,"M","45-54","East and South Asian","Less than HS Diploma","Republican",7
11,"M","45-54","East and South Asian","Less than HS Diploma","Republican",9
12,"M","45-54","East and South Asian","Less than HS Diploma","Republican",10
13,"M","45-54","East and South Asian","Less than HS Diploma","Republican",10
14,"M","45-54","East and South Asian","Less than HS Diploma","Republican",9
15,"M","45-54","East and South Asian","Less than HS Diploma","Republican",5
17,"M","45-54","East and South Asian","Less than HS Diploma","Republican",11
18,"M","45-54","East and South Asian","Less than HS Diploma","Republican",17
19,"M","45-54","East and South Asian","Less than HS Diploma","Republican",4
20,"M","45-54","East and South Asian","Less than HS Diploma","Republican",4
21,"M","45-54","East and South Asian","Less than HS Diploma","Republican",3
22,"M","45-54","East and South Asian","Less than HS Diploma","Republican",33
23,"M","45-54","East and South Asian","Less than HS Diploma","Republican",4
24,"M","45-54","East and South Asian","Less than HS Diploma","Republican",6
25,"M","45-54","East and South Asian","Less than HS Diploma","Republican",6
26,"M","45-54","East and South Asian","Less than HS Diploma","Republican",14
27,"M","45-54","East and South Asian","Less than HS Diploma","Republican",8
29,"M","45-54","East and South Asian","Less than HS Diploma","Republican",22
30,"M","45-54","East and South Asian","Less than HS Diploma","Republican",7
31,"M","45-54","East and South Asian","Less than HS Diploma","Republican",5
32,"M","45-54","East and South Asian","Less than HS Diploma","Republican",27
33,"M","45-54","East and South Asian","Less than HS Diploma","Republican",6
34,"M","45-54","East and South Asian","Less than HS Diploma","Republican",3
35,"M","45-54","East and South Asian","Less than HS Diploma","Republican",4
36,"M","45-54","East and South Asian","Less than HS Diploma","Republican",2
1,"F","55-64","East and South Asian","Less than HS Diploma","Republican",12
2,"F","55-64","East and South Asian","Less than HS Diploma","Republican",30
3,"F","55-64","East and South Asian","Less than HS Diploma","Republican",17
4,"F","55-64","East and South Asian","Less than HS Diploma","Republican",12
5,"F","55-64","East and South Asian","Less than HS Diploma","Republican",13
6,"F","55-64","East and South Asian","Less than HS Diploma","Republican",34
7,"F","55-64","East and South Asian","Less than HS Diploma","Republican",25
8,"F","55-64","East and South Asian","Less than HS Diploma","Republican",15
9,"F","55-64","East and South Asian","Less than HS Diploma","Republican",68
10,"F","55-64","East and South Asian","Less than HS Diploma","Republican",9
11,"F","55-64","East and South Asian","Less than HS Diploma","Republican",5
12,"F","55-64","East and South Asian","Less than HS Diploma","Republican",11
13,"F","55-64","East and South Asian","Less than HS Diploma","Republican",8
14,"F","55-64","East and South Asian","Less than HS Diploma","Republican",12
15,"F","55-64","East and South Asian","Less than HS Diploma","Republican",4
16,"F","55-64","East and South Asian","Less than HS Diploma","Republican",2
17,"F","55-64","East and South Asian","Less than HS Diploma","Republican",6
18,"F","55-64","East and South Asian","Less than HS Diploma","Republican",21
19,"F","55-64","East and South Asian","Less than HS Diploma","Republican",6
20,"F","55-64","East and South Asian","Less than HS Diploma","Republican",3
21,"F","55-64","East and South Asian","Less than HS Diploma","Republican",7
22,"F","55-64","East and South Asian","Less than HS Diploma","Republican",38
23,"F","55-64","East and South Asian","Less than HS Diploma","Republican",4
24,"F","55-64","East and South Asian","Less than HS Diploma","Republican",17
25,"F","55-64","East and South Asian","Less than HS Diploma","Republican",8
26,"F","55-64","East and South Asian","Less than HS Diploma","Republican",12
27,"F","55-64","East and South Asian","Less than HS Diploma","Republican",9
28,"F","55-64","East and South Asian","Less than HS Diploma","Republican",4
29,"F","55-64","East and South Asian","Less than HS Diploma","Republican",16
30,"F","55-64","East and South Asian","Less than HS Diploma","Republican",8
31,"F","55-64","East and South Asian","Less than HS Diploma","Republican",8
32,"F","55-64","East and South Asian","Less than HS Diploma","Republican",34
33,"F","55-64","East and South Asian","Less than HS Diploma","Republican",7
34,"F","55-64","East and South Asian","Less than HS Diploma","Republican",2
35,"F","55-64","East and South Asian","Less than HS Diploma","Republican",3
36,"F","55-64","East and South Asian","Less than HS Diploma","Republican",16
1,"M","55-64","East and South Asian","Less than HS Diploma","Republican",6
2,"M","55-64","East and South Asian","Less than HS Diploma","Republican",24
3,"M","55-64","East and South Asian","Less than HS Diploma","Republican",14
4,"M","55-64","East and South Asian","Less than HS Diploma","Republican",12
5,"M","55-64","East and South Asian","Less than HS Diploma","Republican",11
6,"M","55-64","East and South Asian","Less than HS Diploma","Republican",28
7,"M","55-64","East and South Asian","Less than HS Diploma","Republican",24
8,"M","55-64","East and South Asian","Less than HS Diploma","Republican",6
9,"M","55-64","East and South Asian","Less than HS Diploma","Republican",58
10,"M","55-64","East and South Asian","Less than HS Diploma","Republican",11
11,"M","55-64","East and South Asian","Less than HS Diploma","Republican",4
12,"M","55-64","East and South Asian","Less than HS Diploma","Republican",6
13,"M","55-64","East and South Asian","Less than HS Diploma","Republican",8
14,"M","55-64","East and South Asian","Less than HS Diploma","Republican",18
15,"M","55-64","East and South Asian","Less than HS Diploma","Republican",3
16,"M","55-64","East and South Asian","Less than HS Diploma","Republican",1
17,"M","55-64","East and South Asian","Less than HS Diploma","Republican",10
18,"M","55-64","East and South Asian","Less than HS Diploma","Republican",23
19,"M","55-64","East and South Asian","Less than HS Diploma","Republican",4
20,"M","55-64","East and South Asian","Less than HS Diploma","Republican",2
21,"M","55-64","East and South Asian","Less than HS Diploma","Republican",4
22,"M","55-64","East and South Asian","Less than HS Diploma","Republican",25
23,"M","55-64","East and South Asian","Less than HS Diploma","Republican",2
24,"M","55-64","East and South Asian","Less than HS Diploma","Republican",17
25,"M","55-64","East and South Asian","Less than HS Diploma","Republican",3
26,"M","55-64","East and South Asian","Less than HS Diploma","Republican",7
27,"M","55-64","East and South Asian","Less than HS Diploma","Republican",14
28,"M","55-64","East and South Asian","Less than HS Diploma","Republican",1
29,"M","55-64","East and South Asian","Less than HS Diploma","Republican",14
30,"M","55-64","East and South Asian","Less than HS Diploma","Republican",5
31,"M","55-64","East and South Asian","Less than HS Diploma","Republican",3
32,"M","55-64","East and South Asian","Less than HS Diploma","Republican",29
33,"M","55-64","East and South Asian","Less than HS Diploma","Republican",5
34,"M","55-64","East and South Asian","Less than HS Diploma","Republican",2
35,"M","55-64","East and South Asian","Less than HS Diploma","Republican",7
36,"M","55-64","East and South Asian","Less than HS Diploma","Republican",10
1,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",14
2,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",32
3,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",28
4,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",14
5,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",14
6,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",32
7,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",27
8,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",17
9,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",109
10,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",16
11,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",12
12,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",16
13,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",17
14,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",17
15,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",6
16,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",1
17,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",13
18,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",24
19,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",6
20,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",3
21,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",13
22,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",49
23,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",3
24,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",17
25,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",14
26,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",15
27,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",16
28,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",13
29,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",12
30,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",16
31,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",18
32,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",32
33,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",8
34,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",4
35,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",9
36,"F","65_or_older","East and South Asian","Less than HS Diploma","Republican",9
1,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",10
2,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",33
3,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",10
4,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",13
5,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",14
6,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",46
7,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",30
8,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",16
9,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",141
10,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",18
11,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",7
12,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",20
13,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",16
14,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",15
15,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",2
16,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",3
17,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",9
18,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",29
19,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",8
20,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",2
21,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",7
22,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",42
23,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",1
24,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",26
25,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",11
26,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",14
27,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",11
28,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",3
29,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",21
30,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",9
31,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",17
32,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",48
33,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",24
34,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",5
35,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",1
36,"M","65_or_older","East and South Asian","Less than HS Diploma","Republican",20
1,"F","18-24","European","Less than HS Diploma","Republican",177
2,"F","18-24","European","Less than HS Diploma","Republican",97
3,"F","18-24","European","Less than HS Diploma","Republican",177
4,"F","18-24","European","Less than HS Diploma","Republican",223
5,"F","18-24","European","Less than HS Diploma","Republican",158
6,"F","18-24","European","Less than HS Diploma","Republican",119
7,"F","18-24","European","Less than HS Diploma","Republican",106
8,"F","18-24","European","Less than HS Diploma","Republican",191
9,"F","18-24","European","Less than HS Diploma","Republican",15
10,"F","18-24","European","Less than HS Diploma","Republican",135
11,"F","18-24","European","Less than HS Diploma","Republican",176
12,"F","18-24","European","Less than HS Diploma","Republican",134
13,"F","18-24","European","Less than HS Diploma","Republican",199
14,"F","18-24","European","Less than HS Diploma","Republican",103
15,"F","18-24","European","Less than HS Diploma","Republican",41
16,"F","18-24","European","Less than HS Diploma","Republican",12
17,"F","18-24","European","Less than HS Diploma","Republican",147
18,"F","18-24","European","Less than HS Diploma","Republican",18
19,"F","18-24","European","Less than HS Diploma","Republican",214
20,"F","18-24","European","Less than HS Diploma","Republican",37
21,"F","18-24","European","Less than HS Diploma","Republican",118
22,"F","18-24","European","Less than HS Diploma","Republican",139
23,"F","18-24","European","Less than HS Diploma","Republican",45
24,"F","18-24","European","Less than HS Diploma","Republican",124
25,"F","18-24","European","Less than HS Diploma","Republican",169
26,"F","18-24","European","Less than HS Diploma","Republican",183
27,"F","18-24","European","Less than HS Diploma","Republican",121
28,"F","18-24","European","Less than HS Diploma","Republican",46
29,"F","18-24","European","Less than HS Diploma","Republican",12
30,"F","18-24","European","Less than HS Diploma","Republican",22
31,"F","18-24","European","Less than HS Diploma","Republican",107
32,"F","18-24","European","Less than HS Diploma","Republican",100
33,"F","18-24","European","Less than HS Diploma","Republican",9
34,"F","18-24","European","Less than HS Diploma","Republican",23
35,"F","18-24","European","Less than HS Diploma","Republican",44
36,"F","18-24","European","Less than HS Diploma","Republican",179
1,"M","18-24","European","Less than HS Diploma","Republican",204
2,"M","18-24","European","Less than HS Diploma","Republican",108
3,"M","18-24","European","Less than HS Diploma","Republican",191
4,"M","18-24","European","Less than HS Diploma","Republican",266
5,"M","18-24","European","Less than HS Diploma","Republican",154
6,"M","18-24","European","Less than HS Diploma","Republican",143
7,"M","18-24","European","Less than HS Diploma","Republican",109
8,"M","18-24","European","Less than HS Diploma","Republican",224
9,"M","18-24","European","Less than HS Diploma","Republican",9
10,"M","18-24","European","Less than HS Diploma","Republican",161
11,"M","18-24","European","Less than HS Diploma","Republican",187
12,"M","18-24","European","Less than HS Diploma","Republican",168
13,"M","18-24","European","Less than HS Diploma","Republican",261
14,"M","18-24","European","Less than HS Diploma","Republican",120
15,"M","18-24","European","Less than HS Diploma","Republican",65
16,"M","18-24","European","Less than HS Diploma","Republican",24
17,"M","18-24","European","Less than HS Diploma","Republican",173
18,"M","18-24","European","Less than HS Diploma","Republican",15
19,"M","18-24","European","Less than HS Diploma","Republican",213
20,"M","18-24","European","Less than HS Diploma","Republican",35
21,"M","18-24","European","Less than HS Diploma","Republican",132
22,"M","18-24","European","Less than HS Diploma","Republican",143
23,"M","18-24","European","Less than HS Diploma","Republican",67
24,"M","18-24","European","Less than HS Diploma","Republican",101
25,"M","18-24","European","Less than HS Diploma","Republican",178
26,"M","18-24","European","Less than HS Diploma","Republican",206
27,"M","18-24","European","Less than HS Diploma","Republican",128
28,"M","18-24","European","Less than HS Diploma","Republican",45
29,"M","18-24","European","Less than HS Diploma","Republican",10
30,"M","18-24","European","Less than HS Diploma","Republican",13
31,"M","18-24","European","Less than HS Diploma","Republican",169
32,"M","18-24","European","Less than HS Diploma","Republican",110
33,"M","18-24","European","Less than HS Diploma","Republican",15
34,"M","18-24","European","Less than HS Diploma","Republican",27
35,"M","18-24","European","Less than HS Diploma","Republican",41
36,"M","18-24","European","Less than HS Diploma","Republican",224
1,"F","25-34","European","Less than HS Diploma","Republican",895
2,"F","25-34","European","Less than HS Diploma","Republican",316
3,"F","25-34","European","Less than HS Diploma","Republican",241
4,"F","25-34","European","Less than HS Diploma","Republican",1029
5,"F","25-34","European","Less than HS Diploma","Republican",694
6,"F","25-34","European","Less than HS Diploma","Republican",453
7,"F","25-34","European","Less than HS Diploma","Republican",199
8,"F","25-34","European","Less than HS Diploma","Republican",818
9,"F","25-34","European","Less than HS Diploma","Republican",71
10,"F","25-34","European","Less than HS Diploma","Republican",581
11,"F","25-34","European","Less than HS Diploma","Republican",753
12,"F","25-34","European","Less than HS Diploma","Republican",622
13,"F","25-34","European","Less than HS Diploma","Republican",822
14,"F","25-34","European","Less than HS Diploma","Republican",480
15,"F","25-34","European","Less than HS Diploma","Republican",190
16,"F","25-34","European","Less than HS Diploma","Republican",36
17,"F","25-34","European","Less than HS Diploma","Republican",570
18,"F","25-34","European","Less than HS Diploma","Republican",128
19,"F","25-34","European","Less than HS Diploma","Republican",684
20,"F","25-34","European","Less than HS Diploma","Republican",118
21,"F","25-34","European","Less than HS Diploma","Republican",323
22,"F","25-34","European","Less than HS Diploma","Republican",350
23,"F","25-34","European","Less than HS Diploma","Republican",199
24,"F","25-34","European","Less than HS Diploma","Republican",227
25,"F","25-34","European","Less than HS Diploma","Republican",590
26,"F","25-34","European","Less than HS Diploma","Republican",410
27,"F","25-34","European","Less than HS Diploma","Republican",467
28,"F","25-34","European","Less than HS Diploma","Republican",182
29,"F","25-34","European","Less than HS Diploma","Republican",82
30,"F","25-34","European","Less than HS Diploma","Republican",105
31,"F","25-34","European","Less than HS Diploma","Republican",405
32,"F","25-34","European","Less than HS Diploma","Republican",297
33,"F","25-34","European","Less than HS Diploma","Republican",75
34,"F","25-34","European","Less than HS Diploma","Republican",121
35,"F","25-34","European","Less than HS Diploma","Republican",175
36,"F","25-34","European","Less than HS Diploma","Republican",960
1,"M","25-34","European","Less than HS Diploma","Republican",1170
2,"M","25-34","European","Less than HS Diploma","Republican",328
3,"M","25-34","European","Less than HS Diploma","Republican",299
4,"M","25-34","European","Less than HS Diploma","Republican",1333
5,"M","25-34","European","Less than HS Diploma","Republican",825
6,"M","25-34","European","Less than HS Diploma","Republican",554
7,"M","25-34","European","Less than HS Diploma","Republican",199
8,"M","25-34","European","Less than HS Diploma","Republican",1003
9,"M","25-34","European","Less than HS Diploma","Republican",94
10,"M","25-34","European","Less than HS Diploma","Republican",745
11,"M","25-34","European","Less than HS Diploma","Republican",1055
12,"M","25-34","European","Less than HS Diploma","Republican",731
13,"M","25-34","European","Less than HS Diploma","Republican",1040
14,"M","25-34","European","Less than HS Diploma","Republican",550
15,"M","25-34","European","Less than HS Diploma","Republican",249
16,"M","25-34","European","Less than HS Diploma","Republican",51
17,"M","25-34","European","Less than HS Diploma","Republican",739
18,"M","25-34","European","Less than HS Diploma","Republican",128
19,"M","25-34","European","Less than HS Diploma","Republican",835
20,"M","25-34","European","Less than HS Diploma","Republican",103
21,"M","25-34","European","Less than HS Diploma","Republican",368
22,"M","25-34","European","Less than HS Diploma","Republican",442
23,"M","25-34","European","Less than HS Diploma","Republican",238
24,"M","25-34","European","Less than HS Diploma","Republican",275
25,"M","25-34","European","Less than HS Diploma","Republican",683
26,"M","25-34","European","Less than HS Diploma","Republican",481
27,"M","25-34","European","Less than HS Diploma","Republican",677
28,"M","25-34","European","Less than HS Diploma","Republican",245
29,"M","25-34","European","Less than HS Diploma","Republican",89
30,"M","25-34","European","Less than HS Diploma","Republican",121
31,"M","25-34","European","Less than HS Diploma","Republican",464
32,"M","25-34","European","Less than HS Diploma","Republican",337
33,"M","25-34","European","Less than HS Diploma","Republican",85
34,"M","25-34","European","Less than HS Diploma","Republican",146
35,"M","25-34","European","Less than HS Diploma","Republican",187
36,"M","25-34","European","Less than HS Diploma","Republican",1215
1,"F","35-44","European","Less than HS Diploma","Republican",795
2,"F","35-44","European","Less than HS Diploma","Republican",205
3,"F","35-44","European","Less than HS Diploma","Republican",210
4,"F","35-44","European","Less than HS Diploma","Republican",864
5,"F","35-44","European","Less than HS Diploma","Republican",594
6,"F","35-44","European","Less than HS Diploma","Republican",336
7,"F","35-44","European","Less than HS Diploma","Republican",97
8,"F","35-44","European","Less than HS Diploma","Republican",729
9,"F","35-44","European","Less than HS Diploma","Republican",31
10,"F","35-44","European","Less than HS Diploma","Republican",454
11,"F","35-44","European","Less than HS Diploma","Republican",681
12,"F","35-44","European","Less than HS Diploma","Republican",459
13,"F","35-44","European","Less than HS Diploma","Republican",726
14,"F","35-44","European","Less than HS Diploma","Republican",401
15,"F","35-44","European","Less than HS Diploma","Republican",142
16,"F","35-44","European","Less than HS Diploma","Republican",30
17,"F","35-44","European","Less than HS Diploma","Republican",448
18,"F","35-44","European","Less than HS Diploma","Republican",71
19,"F","35-44","European","Less than HS Diploma","Republican",534
20,"F","35-44","European","Less than HS Diploma","Republican",64
21,"F","35-44","European","Less than HS Diploma","Republican",226
22,"F","35-44","European","Less than HS Diploma","Republican",252
23,"F","35-44","European","Less than HS Diploma","Republican",189
24,"F","35-44","European","Less than HS Diploma","Republican",159
