FB_el_type,FB_survey_party,FB_week_to_el,Voters_Gender,age_cat,EthnicGroups_EthnicGroup1Desc,CommercialData_Education,Parties_Description,ID
US House,Rep,3,M,65_or_older,European,Bach Degree - Extremely Likely,Republican,3256
US House,Rep,1,F,65_or_older,NA,NA,Republican,3255
US House,Rep,1,F,65_or_older,NA,NA,Republican,3255
US House,Rep,1,F,65_or_older,NA,NA,Republican,3255
US House,Dem,2,F,65_or_older,European,NA,Democratic,3257
US House,Dem,1,F,65_or_older,European,NA,Democratic,3257
US House,Dem,2,F,55-64,European,NA,Democratic,3258
US House,Dem,2,F,55-64,European,NA,Democratic,3258
US House,Rep,1,M,65_or_older,European,Bach Degree - Extremely Likely,Republican,3259
US Senate,Rep,0,F,65_or_older,NA,NA,Republican,3255
US Senate,Rep,0,F,65_or_older,NA,NA,Republican,3255
US Senate,Rep,0,F,65_or_older,NA,NA,Republican,3255
US House,Rep,0,F,65_or_older,NA,NA,Republican,3255
US Senate,Rep,5,F,65_or_older,NA,NA,Republican,3255
US Senate,Rep,5,F,65_or_older,NA,NA,Republican,3255
US Senate,Rep,5,F,65_or_older,NA,NA,Republican,3255
US Senate,Rep,0,F,65_or_older,NA,NA,Republican,3255
US Senate,Rep,0,F,65_or_older,NA,NA,Republican,3255
US Senate,Rep,1,F,65_or_older,NA,NA,Republican,3255
US Senate,Rep,2,F,65_or_older,NA,NA,Republican,3255
US Senate,Dem,4,M,65_or_older,European,HS Diploma - Likely,Democratic,3260
US House,Dem,0,F,55-64,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3261
US House,Dem,0,F,65_or_older,European,NA,Democratic,3257
US House,Dem,5,M,55-64,European,Some College - Likely,Democratic,3262
US House,Dem,2,M,45-54,Likely African-American,Bach Degree - Extremely Likely,Democratic,3263
US House,Dem,2,M,55-64,European,Some College - Likely,Democratic,3262
US House,Dem,2,M,55-64,European,Some College - Likely,Democratic,3262
US House,Dem,1,M,55-64,European,Some College - Likely,Democratic,3262
US House,Dem,1,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3264
US House,Dem,1,M,55-64,European,Some College - Likely,Democratic,3262
US House,Dem,2,F,55-64,European,Bach Degree - Likely,Democratic,3265
US House,Dem,0,F,55-64,European,Bach Degree - Extremely Likely,Democratic,3266
US House,Dem,5,M,55-64,European,NA,Democratic,3267
US House,Dem,5,M,55-64,European,NA,Democratic,3267
US House,Dem,1,F,55-64,European,HS Diploma - Extremely Likely,Democratic,3268
US House,Dem,3,M,55-64,European,NA,Democratic,3267
US House,Dem,2,M,55-64,European,NA,Democratic,3267
US House,Dem,1,M,55-64,European,NA,Democratic,3267
US House,Dem,1,M,55-64,European,NA,Democratic,3267
US House,Dem,1,M,55-64,European,NA,Democratic,3267
US House,Dem,0,F,55-64,European,HS Diploma - Extremely Likely,Democratic,3268
US House,Dem,0,M,55-64,European,NA,Democratic,3267
US House,Dem,1,M,55-64,European,NA,Democratic,3267
US House,Dem,0,M,55-64,European,NA,Democratic,3267
US House,Dem,0,M,55-64,European,NA,Democratic,3267
US Senate,Dem,6,M,55-64,European,NA,Democratic,3267
US House,Dem,2,F,65_or_older,European,NA,Democratic,3269
US House,Rep,1,M,65_or_older,European,HS Diploma - Extremely Likely,Republican,3270
US House,Rep,2,F,45-54,European,HS Diploma - Likely,Republican,3271
US House,Dem,6,F,45-54,European,Some College - Likely,Democratic,3272
US House,Dem,6,F,45-54,European,Some College - Likely,Democratic,3272
US House,Dem,6,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Dem,5,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Dem,4,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Dem,4,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Dem,4,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Dem,4,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Dem,3,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Dem,3,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Rep,3,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Republican,3274
US House,Rep,1,F,55-64,European,HS Diploma - Extremely Likely,Republican,3275
US House,Dem,3,F,55-64,European,Bach Degree - Extremely Likely,Democratic,3276
US House,Dem,3,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Dem,2,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Dem,2,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Dem,1,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Dem,1,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Dem,1,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US Senate,Dem,6,F,55-64,NA,Grad Degree - Extremely Likely,Democratic,3277
US House,Dem,0,F,45-54,European,Some College - Likely,Democratic,3272
US House,Dem,0,F,45-54,European,Some College - Likely,Democratic,3272
US House,Dem,0,F,45-54,European,Some College - Likely,Democratic,3272
US House,Dem,0,F,45-54,European,Some College - Likely,Democratic,3272
US Senate,Dem,0,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Dem,0,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Dem,0,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Dem,0,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Dem,0,F,55-64,European,Grad Degree - Extremely Likely,Democratic,3273
US House,Rep,0,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Republican,3274
US House,Rep,0,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Republican,3274
US House,Rep,6,M,65_or_older,Hispanic and Portuguese,Grad Degree - Extremely Likely,Democratic,3278
US House,Rep,6,M,65_or_older,Hispanic and Portuguese,Grad Degree - Extremely Likely,Democratic,3278
US House,Rep,6,F,45-54,European,NA,Republican,3279
US House,Dem,5,F,65_or_older,European,Grad Degree - Extremely Likely,Republican,3280
US House,Dem,2,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3281
US Senate,Rep,0,M,65_or_older,European,Some College - Likely,Republican,3282
US House,Dem,2,F,55-64,European,Bach Degree - Extremely Likely,Democratic,3283
US House,Dem,6,F,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,3284
US House,Dem,6,F,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,3284
US Senate,Dem,6,F,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,3285
US House,Rep,5,M,65_or_older,Likely African-American,NA,Democratic,3286
US House,Dem,2,F,65_or_older,Likely African-American,HS Diploma - Likely,Democratic,3287
US House,Dem,5,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3288
US House,Dem,5,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3288
US House,Dem,4,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3288
US House,Dem,2,F,45-54,European,Grad Degree - Likely,Democratic,3289
US House,Dem,1,F,45-54,European,Grad Degree - Likely,Democratic,3289
US House,Dem,2,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3288
US House,Dem,1,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3288
US House,Dem,1,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3288
US House,Dem,1,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3288
US House,Dem,0,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3288
US House,Dem,1,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3288
US House,Rep,6,M,45-54,European,Bach Degree - Extremely Likely,Republican,3290
US House,Rep,3,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,3291
US House,Dem,3,F,45-54,Likely African-American,Bach Degree - Extremely Likely,Democratic,3292
US House,Dem,1,F,45-54,Likely African-American,Bach Degree - Extremely Likely,Democratic,3292
US House,Rep,0,M,55-64,European,Some College - Likely,Republican,3293
US Senate,Dem,4,F,65_or_older,Hispanic and Portuguese,HS Diploma - Likely,Democratic,3294
US Senate,Dem,3,F,65_or_older,Hispanic and Portuguese,HS Diploma - Likely,Democratic,3294
US House,Dem,4,F,45-54,Likely African-American,NA,Democratic,3295
US House,Dem,1,F,45-54,Likely African-American,NA,Democratic,3295
US House,Dem,2,M,45-54,European,NA,Democratic,3296
US House,Dem,2,M,45-54,European,NA,Democratic,3296
US House,Dem,2,M,45-54,European,NA,Democratic,3296
US House,Dem,1,M,45-54,European,NA,Democratic,3296
US Senate,Rep,6,F,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Republican,3297
US House,Dem,0,M,45-54,European,NA,Democratic,3296
US House,Rep,6,F,65_or_older,European,HS Diploma - Extremely Likely,Republican,3298
US House,Dem,2,M,55-64,European,HS Diploma - Extremely Likely,Democratic,3299
US House,Dem,1,F,45-54,Likely African-American,HS Diploma - Extremely Likely,Democratic,3300
US House,Rep,3,M,55-64,European,Some College - Likely,Republican,3301
US Senate,Rep,6,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,3302
US Senate,Rep,3,M,55-64,European,Some College -Extremely Likely,Republican,3303
US Senate,Dem,0,M,45-54,Likely African-American,NA,Democratic,3304
US House,Dem,4,M,35-44,European,NA,Democratic,3305
US House,Dem,6,F,35-44,Likely African-American,HS Diploma - Extremely Likely,Democratic,3306
US House,Dem,1,M,35-44,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3307
US House,Dem,0,F,55-64,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3308
US House,Rep,6,F,65_or_older,European,HS Diploma - Likely,Republican,3309
US Senate,Dem,2,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3310
US Senate,Dem,0,M,45-54,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3311
US House,Dem,4,F,65_or_older,Likely African-American,NA,Democratic,3312
US House,Dem,3,M,45-54,Likely African-American,Bach Degree - Extremely Likely,Democratic,3313
US House,Dem,4,M,35-44,Hispanic and Portuguese,NA,Democratic,3314
US House,Dem,0,M,35-44,Hispanic and Portuguese,NA,Democratic,3314
US House,Dem,2,M,65_or_older,Likely African-American,NA,Democratic,3315
US House,Rep,0,F,55-64,Hispanic and Portuguese,HS Diploma - Likely,Democratic,3316
US House,Dem,4,M,45-54,Likely African-American,HS Diploma - Extremely Likely,Democratic,3317
US House,Dem,6,F,65_or_older,NA,Bach Degree - Extremely Likely,Democratic,3318
US House,Dem,5,M,35-44,Likely African-American,HS Diploma - Likely,Democratic,3319
US House,Dem,5,F,65_or_older,Likely African-American,HS Diploma - Likely,Democratic,3320
US House,Dem,5,F,65_or_older,Likely African-American,HS Diploma - Likely,Democratic,3320
US House,Rep,4,M,35-44,Likely African-American,HS Diploma - Likely,Democratic,3321
US House,Dem,3,M,35-44,Likely African-American,HS Diploma - Likely,Democratic,3319
US House,Dem,3,M,35-44,Likely African-American,HS Diploma - Likely,Democratic,3319
US House,Dem,2,M,35-44,Likely African-American,HS Diploma - Likely,Democratic,3319
US House,Dem,2,M,35-44,Likely African-American,HS Diploma - Likely,Democratic,3319
US House,Dem,1,M,35-44,Likely African-American,HS Diploma - Likely,Democratic,3319
US House,Dem,1,M,35-44,Likely African-American,HS Diploma - Likely,Democratic,3319
US House,Dem,1,M,35-44,Likely African-American,HS Diploma - Likely,Democratic,3319
US House,Dem,3,F,65_or_older,Likely African-American,HS Diploma - Likely,Democratic,3320
US House,Dem,3,F,65_or_older,Likely African-American,HS Diploma - Likely,Democratic,3320
US House,Dem,1,F,65_or_older,Likely African-American,HS Diploma - Likely,Democratic,3320
US House,Dem,1,F,65_or_older,Likely African-American,HS Diploma - Likely,Democratic,3320
US House,Dem,1,F,65_or_older,Likely African-American,HS Diploma - Likely,Democratic,3320
US House,Rep,2,M,35-44,Likely African-American,HS Diploma - Likely,Democratic,3321
US House,Dem,0,M,35-44,Likely African-American,HS Diploma - Likely,Democratic,3319
US House,Dem,0,M,35-44,Likely African-American,HS Diploma - Likely,Democratic,3319
US House,Rep,2,M,65_or_older,European,Grad Degree - Extremely Likely,Republican,3322
US Senate,Dem,6,M,65_or_older,European,HS Diploma - Extremely Likely,Democratic,3323
US House,Dem,4,F,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,3324
US House,Rep,1,F,65_or_older,NA,NA,Republican,3325
US House,Dem,1,M,55-64,NA,Grad Degree - Extremely Likely,Democratic,3326
US House,Rep,4,M,55-64,European,Grad Degree - Likely,Republican,3327
US House,Dem,6,F,65_or_older,East and South Asian,Bach Degree - Likely,Democratic,3328
US House,Dem,5,F,65_or_older,East and South Asian,Bach Degree - Likely,Democratic,3328
US House,Dem,0,F,65_or_older,East and South Asian,Bach Degree - Likely,Democratic,3328
US House,Dem,5,M,45-54,Likely African-American,HS Diploma - Extremely Likely,Democratic,3329
US House,Rep,4,M,65_or_older,Likely African-American,HS Diploma - Extremely Likely,Democratic,3330
US House,Dem,3,F,45-54,European,HS Diploma - Likely,Democratic,3331
US House,Rep,1,M,65_or_older,Likely African-American,HS Diploma - Extremely Likely,Democratic,3330
US Senate,Dem,3,M,55-64,Hispanic and Portuguese,HS Diploma - Likely,Democratic,3332
US House,Dem,0,M,45-54,Likely African-American,HS Diploma - Extremely Likely,Democratic,3329
US House,Dem,1,F,55-64,Likely African-American,Some College -Extremely Likely,Democratic,3333
US House,Dem,1,F,55-64,Likely African-American,Some College -Extremely Likely,Democratic,3333
US House,Rep,4,F,65_or_older,European,Some College -Extremely Likely,Republican,3334
US House,Rep,3,F,65_or_older,European,Some College -Extremely Likely,Republican,3334
US House,Rep,4,M,35-44,European,Less than HS Diploma - Likely,Non-Partisan,3335
US House,Dem,3,F,55-64,European,Grad Degree - Extremely Likely,Republican,3336
US House,Dem,1,F,55-64,European,Grad Degree - Extremely Likely,Republican,3336
US House,Rep,6,F,55-64,European,Bach Degree - Extremely Likely,Republican,3337
US House,Rep,3,F,55-64,European,Bach Degree - Extremely Likely,Republican,3337
US House,Dem,1,M,45-54,European,Bach Degree - Extremely Likely,Democratic,3338
US House,Dem,6,F,65_or_older,Likely African-American,Some College -Extremely Likely,Democratic,3339
US House,Rep,4,M,55-64,European,NA,Republican,3340
US House,Rep,1,M,55-64,European,NA,Republican,3340
US House,Rep,0,M,55-64,European,NA,Republican,3340
US Senate,Dem,4,F,45-54,NA,Some College -Extremely Likely,Democratic,3341
US House,Dem,0,F,35-44,European,NA,Democratic,3342
US House,Dem,0,F,35-44,European,NA,Democratic,3342
US House,Dem,5,F,45-54,European,Some College - Likely,Democratic,3343
US House,Dem,4,F,45-54,European,Some College - Likely,Democratic,3343
US House,Rep,4,F,45-54,European,NA,Republican,3344
US House,Rep,4,F,45-54,European,NA,Republican,3344
US House,Dem,3,F,45-54,European,Some College - Likely,Democratic,3343
US House,Dem,1,F,45-54,European,Some College - Likely,Democratic,3343
US House,Dem,1,F,45-54,European,Some College - Likely,Democratic,3343
US House,Dem,1,F,45-54,European,Some College - Likely,Democratic,3343
US House,Dem,1,F,45-54,European,Some College - Likely,Democratic,3343
US House,Dem,1,F,45-54,European,Some College - Likely,Democratic,3343
US House,Dem,1,F,45-54,European,Some College - Likely,Democratic,3343
US House,Dem,0,F,45-54,European,Some College - Likely,Democratic,3343
US House,Dem,0,F,45-54,European,Some College - Likely,Democratic,3343
US Senate,Dem,1,F,45-54,European,Some College - Likely,Democratic,3343
US House,Rep,0,F,45-54,European,NA,Republican,3344
US House,Rep,0,F,45-54,European,NA,Republican,3344
US House,Dem,2,F,55-64,Other,HS Diploma - Extremely Likely,Democratic,3345
US House,Dem,3,M,45-54,European,Some College - Likely,Republican,3346
US House,Dem,2,F,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3347
US Senate,Rep,4,F,65_or_older,European,HS Diploma - Likely,Republican,3348
US House,Rep,5,F,65_or_older,European,NA,Republican,3349
US House,Rep,3,F,65_or_older,European,NA,Republican,3349
US Senate,Rep,6,F,65_or_older,European,HS Diploma - Likely,Republican,3348
US House,Dem,5,F,35-44,European,HS Diploma - Likely,Democratic,3350
US House,Dem,5,F,35-44,European,HS Diploma - Likely,Democratic,3350
US House,Dem,4,F,35-44,European,HS Diploma - Likely,Democratic,3350
US House,Dem,3,F,35-44,European,HS Diploma - Likely,Democratic,3350
US House,Dem,6,F,55-64,East and South Asian,Bach Degree - Extremely Likely,Democratic,3351
US House,Rep,1,M,55-64,Likely African-American,Less than HS Diploma - Likely,Democratic,3352
US House,Dem,2,F,35-44,European,Bach Degree - Extremely Likely,Democratic,3353
US House,Dem,3,M,35-44,European,Some College -Extremely Likely,Republican,3354
US House,Dem,2,M,35-44,European,Some College -Extremely Likely,Republican,3354
US House,Dem,2,M,35-44,European,Some College -Extremely Likely,Republican,3354
US House,Dem,1,M,45-54,European,Some College -Extremely Likely,Democratic,3355
US House,Dem,1,F,35-44,European,HS Diploma - Likely,Democratic,3350
US House,Dem,3,F,45-54,European,NA,Democratic,3356
US House,Dem,5,F,55-64,European,HS Diploma - Extremely Likely,Democratic,3357
US Senate,Dem,5,F,25-34,European,NA,Republican,3358
US Senate,Rep,1,F,35-44,European,Bach Degree - Likely,Republican,3359
US House,Dem,6,F,45-54,NA,Grad Degree - Likely,Democratic,3360
US House,Rep,4,F,45-54,European,Some College -Extremely Likely,Republican,3361
US House,Rep,2,F,65_or_older,European,Grad Degree - Likely,Republican,3362
US House,Dem,3,F,45-54,NA,Grad Degree - Likely,Democratic,3360
US House,Rep,4,F,25-34,Likely African-American,NA,Democratic,3363
US House,Rep,4,F,25-34,Likely African-American,NA,Democratic,3363
US House,Rep,3,M,65_or_older,European,Bach Degree - Extremely Likely,Republican,3364
US House,Rep,3,M,65_or_older,European,Bach Degree - Extremely Likely,Republican,3364
US House,Rep,2,F,25-34,Likely African-American,NA,Democratic,3363
US House,Rep,1,M,65_or_older,European,Bach Degree - Extremely Likely,Republican,3364
US Senate,Rep,5,F,35-44,European,Bach Degree - Likely,Republican,3365
US Senate,Rep,1,F,35-44,European,Bach Degree - Likely,Republican,3365
US Senate,Rep,4,F,35-44,European,Bach Degree - Likely,Republican,3365
US Senate,Dem,4,F,65_or_older,European,NA,Democratic,3366
US House,Rep,2,M,25-34,European,Some College - Likely,Republican,3367
US House,Dem,1,F,55-64,NA,Some College -Extremely Likely,Democratic,3368
US House,Dem,1,F,55-64,NA,Some College -Extremely Likely,Democratic,3368
US House,Rep,3,M,55-64,European,Less than HS Diploma - Likely,Republican,3369
US House,Dem,0,F,55-64,NA,Some College -Extremely Likely,Democratic,3368
US Senate,Rep,3,M,45-54,European,Grad Degree - Extremely Likely,Republican,3370
US House,Rep,4,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,3371
US House,Rep,4,F,55-64,European,NA,Democratic,3372
US House,Dem,3,F,45-54,European,Bach Degree - Extremely Likely,Democratic,3373
US Senate,Dem,5,M,35-44,European,NA,Republican,3374
US House,Dem,1,F,25-34,Likely African-American,Bach Degree - Likely,Democratic,3375
US Senate,Dem,5,M,35-44,European,NA,Republican,3374
US Senate,Dem,4,F,35-44,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3376
US House,Dem,6,F,35-44,Other,NA,Democratic,3377
US House,Dem,2,F,65_or_older,European,NA,Democratic,3378
US House,Dem,1,F,35-44,Other,NA,Democratic,3377
US Senate,Rep,0,M,65_or_older,European,Some College - Likely,Republican,3379
US House,Rep,3,M,45-54,European,NA,Republican,3380
US House,Rep,3,F,55-64,European,Grad Degree - Likely,Republican,3381
US House,Rep,2,F,55-64,European,Grad Degree - Likely,Republican,3381
US House,Rep,1,F,55-64,European,Grad Degree - Likely,Republican,3381
US House,Rep,1,F,55-64,European,Grad Degree - Likely,Republican,3381
US House,Rep,1,F,55-64,European,Grad Degree - Likely,Republican,3381
US House,Rep,1,F,55-64,European,Grad Degree - Likely,Republican,3381
US House,Rep,6,M,55-64,Hispanic and Portuguese,Less than HS Diploma - Likely,Republican,3382
US House,Rep,1,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3383
US House,Rep,5,M,65_or_older,European,NA,Republican,3384
US House,Rep,5,M,65_or_older,European,NA,Republican,3384
US Senate,Dem,0,F,55-64,Hispanic and Portuguese,NA,Democratic,3385
US House,Dem,6,F,35-44,European,Some College - Likely,Democratic,3386
US House,Dem,6,F,35-44,European,Some College - Likely,Democratic,3386
US House,Dem,6,F,35-44,European,Some College - Likely,Democratic,3386
US House,Dem,4,F,35-44,European,Some College - Likely,Democratic,3386
US Senate,Dem,2,F,45-54,NA,Bach Degree - Extremely Likely,Democratic,3387
US Senate,Dem,2,F,45-54,NA,Bach Degree - Extremely Likely,Democratic,3387
US House,Dem,3,F,35-44,European,Some College - Likely,Democratic,3386
US House,Dem,3,F,35-44,European,Some College - Likely,Democratic,3386
US House,Dem,2,F,35-44,European,Some College - Likely,Democratic,3386
US House,Dem,1,F,35-44,European,Some College - Likely,Democratic,3386
US House,Dem,1,F,35-44,European,Some College - Likely,Democratic,3386
US House,Dem,1,F,35-44,European,Some College - Likely,Democratic,3386
US Senate,Dem,6,F,65_or_older,Hispanic and Portuguese,NA,Democratic,3388
US House,Rep,4,M,65_or_older,European,Bach Degree - Likely,Republican,3389
US House,Dem,6,M,25-34,Hispanic and Portuguese,NA,Democratic,3390
US House,Dem,1,M,55-64,European,Grad Degree - Likely,Republican,3391
US House,Rep,0,M,65_or_older,European,Bach Degree - Likely,Republican,3389
US House,Dem,1,F,35-44,European,Bach Degree - Likely,Democratic,3392
US House,Rep,3,M,35-44,European,HS Diploma - Extremely Likely,Republican,3393
US House,Dem,4,M,55-64,European,Bach Degree - Extremely Likely,Democratic,3394
US House,Rep,6,F,55-64,European,Some College -Extremely Likely,Republican,3395
US House,Rep,4,F,55-64,European,Some College -Extremely Likely,Republican,3395
US House,Rep,3,F,55-64,European,Some College -Extremely Likely,Republican,3395
US House,Rep,1,F,55-64,European,Some College -Extremely Likely,Republican,3395
US House,Dem,1,F,65_or_older,European,NA,Democratic,3396
US House,Rep,2,M,55-64,European,Some College -Extremely Likely,Republican,3397
US House,Dem,4,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3398
US House,Dem,3,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3398
US House,Rep,5,M,35-44,European,Grad Degree - Extremely Likely,Republican,3399
US House,Rep,6,F,65_or_older,European,Some College -Extremely Likely,Republican,3400
US House,Rep,5,F,65_or_older,European,Some College -Extremely Likely,Republican,3400
US House,Rep,4,F,65_or_older,European,Some College -Extremely Likely,Republican,3400
US House,Dem,6,F,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3401
US House,Rep,2,F,65_or_older,European,Some College -Extremely Likely,Republican,3400
US House,Rep,2,F,65_or_older,European,Some College -Extremely Likely,Republican,3400
US House,Rep,1,F,65_or_older,European,Some College -Extremely Likely,Republican,3400
US House,Dem,5,M,65_or_older,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3402
US House,Dem,4,M,65_or_older,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3402
US House,Dem,4,M,65_or_older,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3402
US Senate,Dem,0,F,65_or_older,Hispanic and Portuguese,HS Diploma - Extremely Likely,Republican,3403
US House,Rep,1,M,45-54,European,NA,Republican,3404
US House,Rep,1,F,65_or_older,European,HS Diploma - Extremely Likely,Republican,3405
US House,Rep,5,F,55-64,European,Bach Degree - Likely,Republican,3406
US House,Rep,5,F,55-64,European,Bach Degree - Likely,Republican,3406
US House,Dem,2,F,35-44,European,Some College - Likely,Democratic,3407
US House,Rep,5,F,45-54,European,NA,Republican,3408
US House,Rep,1,F,35-44,East and South Asian,NA,Republican,3409
US House,Dem,5,M,35-44,Likely African-American,Bach Degree - Likely,Democratic,3410
US House,Rep,4,F,65_or_older,European,HS Diploma - Extremely Likely,Republican,3411
US House,Rep,4,F,65_or_older,European,HS Diploma - Extremely Likely,Republican,3411
US House,Dem,1,M,35-44,Likely African-American,Bach Degree - Likely,Democratic,3410
US House,Rep,2,F,65_or_older,European,HS Diploma - Extremely Likely,Republican,3411
US House,Rep,2,F,55-64,European,Bach Degree - Extremely Likely,Republican,3412
US House,Rep,5,F,65_or_older,European,HS Diploma - Extremely Likely,Republican,3413
US House,Dem,3,M,65_or_older,European,Grad Degree - Likely,Democratic,3414
US House,Dem,4,F,65_or_older,European,NA,Democratic,3415
US House,Dem,3,M,65_or_older,European,Grad Degree - Likely,Democratic,3414
US House,Dem,6,M,35-44,European,NA,Republican,3416
US House,Dem,4,M,55-64,East and South Asian,Bach Degree - Extremely Likely,Democratic,3417
US House,Dem,1,M,55-64,East and South Asian,Bach Degree - Extremely Likely,Democratic,3417
US House,Dem,0,M,55-64,East and South Asian,Bach Degree - Extremely Likely,Democratic,3417
US House,Dem,5,F,45-54,European,Grad Degree - Extremely Likely,Democratic,3418
US House,Dem,4,F,45-54,European,Grad Degree - Extremely Likely,Democratic,3418
US House,Rep,0,M,55-64,European,HS Diploma - Likely,Republican,3419
US Senate,Rep,5,M,35-44,European,Bach Degree - Extremely Likely,Republican,3420
US House,Dem,6,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3421
US House,Dem,6,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3421
US House,Dem,5,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3421
US House,Dem,4,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3421
US House,Dem,3,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3421
US House,Dem,3,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3421
US House,Dem,2,F,45-54,European,Grad Degree - Extremely Likely,Democratic,3422
US House,Dem,5,F,45-54,European,NA,Democratic,3423
US House,Rep,5,M,65_or_older,European,HS Diploma - Extremely Likely,Republican,3424
US House,Dem,4,F,55-64,European,Some College - Likely,Democratic,3425
US House,Rep,4,M,45-54,European,Some College - Likely,Republican,3426
US House,Rep,3,M,45-54,European,Some College - Likely,Republican,3426
US House,Rep,4,M,45-54,European,Bach Degree - Extremely Likely,Republican,3427
US House,Rep,5,F,65_or_older,European,HS Diploma - Extremely Likely,Republican,3428
US Senate,Rep,2,F,65_or_older,European,Some College -Extremely Likely,Republican,3429
US House,Rep,3,F,55-64,European,Grad Degree - Extremely Likely,Republican,3430
US House,Dem,3,F,45-54,East and South Asian,NA,Democratic,3431
US House,Rep,6,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,3432
US House,Rep,5,M,65_or_older,European,Bach Degree - Likely,Republican,3433
US House,Rep,2,F,45-54,European,Some College -Extremely Likely,Republican,3434
US House,Rep,1,F,45-54,European,Some College -Extremely Likely,Republican,3434
US Senate,Rep,6,M,45-54,Likely African-American,NA,Democratic,3435
US House,Dem,6,F,55-64,Likely African-American,Grad Degree - Extremely Likely,Democratic,3436
US House,Dem,5,F,55-64,Likely African-American,Grad Degree - Extremely Likely,Democratic,3436
US House,Dem,2,F,55-64,Likely African-American,Grad Degree - Extremely Likely,Democratic,3436
US House,Dem,2,F,55-64,Likely African-American,Grad Degree - Extremely Likely,Democratic,3436
US House,Rep,3,F,45-54,European,HS Diploma - Likely,Republican,3437
US House,Rep,2,F,45-54,European,HS Diploma - Likely,Republican,3437
US House,Rep,1,F,45-54,European,HS Diploma - Likely,Republican,3437
